n_policy,pack_PPO_LunarLanderContinuous1_500,pack_PPO_LunarLanderContinuous1_250,pack_PPO_LunarLanderContinuous1_100,pack_PPO_LunarLanderContinuous1_50,pack_PPO_LunarLanderContinuous1_25,pack_PPO_LunarLanderContinuous1_5,pack_PPO_LunarLanderContinuous3_500,pack_PPO_LunarLanderContinuous3_250,pack_PPO_LunarLanderContinuous3_100,pack_PPO_LunarLanderContinuous3_50,pack_PPO_LunarLanderContinuous3_25,pack_PPO_LunarLanderContinuous3_5,pack_PPO_LunarLanderContinuous4_500,pack_PPO_LunarLanderContinuous4_250,pack_PPO_LunarLanderContinuous4_100,pack_PPO_LunarLanderContinuous4_50,pack_PPO_LunarLanderContinuous4_25,pack_PPO_LunarLanderContinuous4_5,pack_PPO_LunarLanderContinuous5_500,pack_PPO_LunarLanderContinuous5_250,pack_PPO_LunarLanderContinuous5_100,pack_PPO_LunarLanderContinuous5_50,pack_PPO_LunarLanderContinuous5_25,pack_PPO_LunarLanderContinuous5_5,pack_PPO_LunarLanderContinuous6_500,pack_PPO_LunarLanderContinuous6_250,pack_PPO_LunarLanderContinuous6_100,pack_PPO_LunarLanderContinuous6_50,pack_PPO_LunarLanderContinuous6_25,pack_PPO_LunarLanderContinuous6_5,pack_PPO_LunarLanderContinuous7_500,pack_PPO_LunarLanderContinuous7_250,pack_PPO_LunarLanderContinuous7_100,pack_PPO_LunarLanderContinuous7_50,pack_PPO_LunarLanderContinuous7_25,pack_PPO_LunarLanderContinuous7_5,pack_PPO_LunarLanderContinuous8_500,pack_PPO_LunarLanderContinuous8_250,pack_PPO_LunarLanderContinuous8_100,pack_PPO_LunarLanderContinuous8_50,pack_PPO_LunarLanderContinuous8_25,pack_PPO_LunarLanderContinuous8_5,pack_PPO_LunarLanderContinuous9_500,pack_PPO_LunarLanderContinuous9_250,pack_PPO_LunarLanderContinuous9_100,pack_PPO_LunarLanderContinuous9_50,pack_PPO_LunarLanderContinuous9_25,pack_PPO_LunarLanderContinuous9_5,pack_PPO_LunarLanderContinuous10_500,pack_PPO_LunarLanderContinuous10_250,pack_PPO_LunarLanderContinuous10_100,pack_PPO_LunarLanderContinuous10_50,pack_PPO_LunarLanderContinuous10_25,pack_PPO_LunarLanderContinuous10_5,pack_PPO_LunarLanderContinuous11_500,pack_PPO_LunarLanderContinuous11_250,pack_PPO_LunarLanderContinuous11_100,pack_PPO_LunarLanderContinuous11_50,pack_PPO_LunarLanderContinuous11_25,pack_PPO_LunarLanderContinuous11_5,pack_PPO_LunarLanderContinuous12_500,pack_PPO_LunarLanderContinuous12_250,pack_PPO_LunarLanderContinuous12_100,pack_PPO_LunarLanderContinuous12_50,pack_PPO_LunarLanderContinuous12_25,pack_PPO_LunarLanderContinuous12_5,pack_PPO_LunarLanderContinuous13_500,pack_PPO_LunarLanderContinuous13_250,pack_PPO_LunarLanderContinuous13_100,pack_PPO_LunarLanderContinuous13_50,pack_PPO_LunarLanderContinuous13_25,pack_PPO_LunarLanderContinuous13_5,pack_PPO_LunarLanderContinuous14_500,pack_PPO_LunarLanderContinuous14_250,pack_PPO_LunarLanderContinuous14_100,pack_PPO_LunarLanderContinuous14_50,pack_PPO_LunarLanderContinuous14_25,pack_PPO_LunarLanderContinuous14_5,pack_PPO_LunarLanderContinuous15_500,pack_PPO_LunarLanderContinuous15_250,pack_PPO_LunarLanderContinuous15_100,pack_PPO_LunarLanderContinuous15_50,pack_PPO_LunarLanderContinuous15_25,pack_PPO_LunarLanderContinuous15_5,pack_PPO_LunarLanderContinuous16_500,pack_PPO_LunarLanderContinuous16_250,pack_PPO_LunarLanderContinuous16_100,pack_PPO_LunarLanderContinuous16_50,pack_PPO_LunarLanderContinuous16_25,pack_PPO_LunarLanderContinuous16_5,pack_PPO_LunarLanderContinuous17_500,pack_PPO_LunarLanderContinuous17_250,pack_PPO_LunarLanderContinuous17_100,pack_PPO_LunarLanderContinuous17_50,pack_PPO_LunarLanderContinuous17_25,pack_PPO_LunarLanderContinuous17_5,pack_PPO_LunarLanderContinuous18_500,pack_PPO_LunarLanderContinuous18_250,pack_PPO_LunarLanderContinuous18_100,pack_PPO_LunarLanderContinuous18_50,pack_PPO_LunarLanderContinuous18_25,pack_PPO_LunarLanderContinuous18_5,pack_PPO_LunarLanderContinuous19_500,pack_PPO_LunarLanderContinuous19_250,pack_PPO_LunarLanderContinuous19_100,pack_PPO_LunarLanderContinuous19_50,pack_PPO_LunarLanderContinuous19_25,pack_PPO_LunarLanderContinuous19_5,pack_PPO_LunarLanderContinuous20_500,pack_PPO_LunarLanderContinuous20_250,pack_PPO_LunarLanderContinuous20_100,pack_PPO_LunarLanderContinuous20_50,pack_PPO_LunarLanderContinuous20_25,pack_PPO_LunarLanderContinuous20_5,pack_PPO_LunarLanderContinuous21_500,pack_PPO_LunarLanderContinuous21_250,pack_PPO_LunarLanderContinuous21_100,pack_PPO_LunarLanderContinuous21_50,pack_PPO_LunarLanderContinuous21_25,pack_PPO_LunarLanderContinuous21_5
56,122.71685772561034,131.1286163929773,138.15530690983343,140.33134376272835,144.42908533712915,149.17470620255918,122.61828626806906,128.70502322649466,135.14922588551465,138.33044324166784,143.18149049449042,173.2351608210185,123.93728888905038,129.1879799690175,132.7621004847302,135.23264059191558,139.9036624308832,144.39555242560164,129.05100919806347,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,110.91995772317836,134.9877534749707,141.32597349777953,143.70251816409072,148.94098520652784,156.36690600222573,133.5501729043932,141.00552936308287,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,144.19955599350786,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,134.52893623941685,149.46335489883953,155.7726919290704,159.0635259244709,162.4628499928865,175.57807707077882,143.2894297912076,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,135.95185876567132,141.9043894688711,144.93879484023958,145.22938253967698,155.92508824505086,162.78111998989772,131.62531926947565,133.8171214090679,138.78671498121238,143.0247566092256,149.3392687116983,164.5471738010172,127.16169703851013,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,163.77907924720202,136.4840835199961,148.1947780093733,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,125.6663143051806,138.58287229518135,145.72833258891094,149.99561352058797,152.2327103024574,159.52275662423637,139.62290269046423,145.05824581835307,148.001665439006,154.68232269280463,151.9292345651701,178.99352017881174,104.98001332684667,120.05128874664416,130.45121239073,132.57487308126505,145.39853279983743,150.62117011459776,107.64733656760546,117.32810970975342,128.6434938146944,132.41548069404365,134.95400812679742,146.19283593259826,116.76655487954156,134.3270063685223,143.03415262708552,145.6816976261532,146.59059041617186,166.9730870617568,141.2074729425847,145.66152766430807,150.91615191398563,155.17835891317714,157.65200275768728,173.6690718619475,126.58590054521696,141.8824679703578,150.21477510165087,156.39372337972353,156.33638054078332,170.1927084488947
57,124.41530726277004,132.14128407716868,138.15530690983343,140.33134376272835,144.42908533712915,149.17470620255918,123.21305948270825,130.6439432295786,136.05174691344592,138.33044324166784,143.18149049449042,173.2351608210185,124.99049992347152,130.48090248351096,132.7621004847302,137.60082368679133,139.9036624308832,144.93647797636658,130.36525335339942,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,113.20264448190817,136.78303919917846,142.4168418264851,148.79116568697893,148.94098520652784,156.36690600222573,134.787251870497,142.92888997620653,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,144.39034223063214,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,136.4780818301226,150.778794241745,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.2894297912076,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,137.3349710651054,142.03174752328405,145.29036733096066,146.89803220675248,155.92508824505086,162.78111998989772,133.21947887443562,135.4732124251762,142.80765901606617,143.0247566092256,149.3392687116983,164.5471738010172,129.41757291337674,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,163.77907924720202,138.3525481301175,148.1947780093733,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,127.33363339613634,138.58287229518135,147.31769766165496,149.99561352058797,152.2327103024574,159.52275662423637,140.68680699710927,145.05824581835307,148.001665439006,154.68232269280463,152.44385807147265,178.99352017881174,106.81816020854828,122.1509998364425,135.33789301889612,136.83196067563492,145.46919768318534,150.62117011459776,108.9999791792292,119.17256351832032,128.6434938146944,132.41548069404365,134.95400812679742,146.19283593259826,119.0079237989087,134.3270063685223,143.03415262708552,145.6816976261532,146.59059041617186,166.9730870617568,141.2074729425847,145.66152766430807,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,129.5701434566133,142.80306278088835,152.82412546177852,157.83726631589326,159.137951779809,170.1927084488947
58,125.61614509409262,133.30794301508243,138.15530690983343,140.33134376272835,144.42908533712915,149.17470620255918,124.65987081894984,133.6952583063463,138.4350371584731,139.64674250034545,145.69011734197585,173.2351608210185,125.91126203075682,131.55675321117508,133.53171435325385,137.60082368679133,139.9036624308832,149.1499351504317,131.2061322826458,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,116.24433126604696,139.4633901658345,146.03655438276047,150.70016015066253,152.64068377183844,156.36690600222573,135.6222607820039,145.62481008771974,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,144.69220005538395,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,138.7038174736855,151.09720790137385,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.2894297912076,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.09836396026586,137.58281584684923,142.03174752328405,145.29036733096066,146.89803220675248,155.92508824505086,162.78111998989772,134.255586760371,136.010988949747,144.62310780297307,147.31185954154586,149.3392687116983,164.5471738010172,130.61890956213483,136.7969761292567,144.98925532010344,146.54782961044543,151.03169719776065,166.47549482613832,140.31324830016186,148.1947780093733,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,128.88214183598126,139.75425762459514,150.47145148639618,150.30243624387916,152.2327103024574,159.52275662423637,141.829199192104,145.05824581835307,148.001665439006,154.68232269280463,153.63298853541397,178.99352017881174,108.29688714492956,124.22206362998902,135.33789301889612,142.1420625096493,145.46919768318534,150.62117011459776,110.90655429626466,121.10021794932445,128.6434938146944,132.41548069404365,134.95400812679742,146.19283593259826,121.62063017491832,135.4718819674457,143.03415262708552,145.6816976261532,146.59059041617186,168.7998965916353,141.6644815363866,146.59615521879695,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,131.56910791942366,143.0888993296129,155.33291316148382,157.83726631589326,159.137951779809,170.1927084488947
59,127.38803639726336,134.7436615790541,138.15530690983343,140.33134376272835,144.42908533712915,149.17470620255918,124.83990330841904,135.16629420467396,141.42100360100548,144.66113331850175,151.01216272800377,173.2351608210185,126.79602247154314,131.71504238465542,136.26028790363557,137.60082368679133,139.9036624308832,149.1499351504317,132.22582545115208,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,118.25948594794264,141.00616981503023,147.33480673911745,150.82872863866484,152.64068377183844,159.92818857667112,137.35333335384183,146.77955659465272,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,144.69220005538395,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,140.53301131426696,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.2894297912076,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.44992894101887,138.72821393695892,143.17299793617042,145.67906401146607,147.70904574755187,155.92508824505086,162.78111998989772,134.67262830005475,136.98493014793877,144.62310780297307,147.9037383633403,149.3392687116983,164.5471738010172,132.18337552161358,136.7969761292567,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,140.9604906603208,148.27146088749868,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,130.55130591260368,139.75425762459514,150.47145148639618,150.30243624387916,152.2327103024574,159.52275662423637,142.8034649146354,145.4427804420792,150.9918672776633,159.20359610984738,163.71659725418277,178.99352017881174,109.95446232726208,126.4954787175684,136.7443309093866,142.1420625096493,145.46919768318534,150.62117011459776,112.32764032099782,123.05412228704182,129.84138679451445,132.41548069404365,134.95400812679742,146.19283593259826,123.87293660570369,135.51064871038827,143.03415262708552,145.6816976261532,146.59059041617186,168.7998965916353,141.8329439613688,147.58141778568427,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,134.0361559176907,146.528044057033,157.4853230464986,157.83726631589326,159.137951779809,170.1927084488947
60,129.07594725973664,136.50674688467646,139.3057811805518,141.7230740995791,147.11132367828492,149.17470620255918,125.1203177963408,135.72269596026817,141.68985692555594,146.87382997496428,151.01216272800377,173.2351608210185,127.12087658476784,132.68157884911008,137.75818635734785,137.92462014667544,140.510173944439,149.1499351504317,133.75177697406411,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,120.944340621961,142.3168270777067,149.95776783095397,150.82872863866484,152.64068377183844,159.92818857667112,137.35333335384183,146.77955659465272,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,145.39625697024942,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,141.19838104273532,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.2894297912076,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,170.44992894101887,139.4983097276641,143.17299793617042,148.0068346958664,147.70904574755187,155.92508824505086,162.78111998989772,134.72342280338205,138.20702945186002,145.2433639370951,147.9037383633403,149.3392687116983,164.5471738010172,132.7234465518317,136.7969761292567,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,143.0410045174494,148.27146088749868,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,131.6790398302197,140.2066746576333,150.47145148639618,150.30243624387916,152.2327103024574,159.52275662423637,143.68610456136707,145.66889581903678,154.40842214768492,159.20359610984738,163.71659725418277,178.99352017881174,112.17665926685352,128.6680330714255,142.04308230015656,145.0657224632329,149.27836068739543,164.4534268420517,113.46223238870698,125.05028886827988,130.46705156341162,134.77799548543598,134.95400812679742,146.19283593259826,124.32684653382294,135.51064871038827,143.03415262708552,145.6816976261532,146.59059041617186,168.7998965916353,142.23364008118892,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,135.4455724731728,149.62968775762636,157.4853230464986,157.83726631589326,159.137951779809,170.1927084488947
61,130.7710298455085,137.9797561015715,142.33621220736302,151.32083563969388,156.76259970253773,165.3351479431207,126.95693806291504,136.80080215732212,143.072395555776,146.87382997496428,151.01216272800377,173.2351608210185,128.07074730855683,132.91248094881806,137.83443515903548,139.27326897343713,141.5739243769672,149.1499351504317,134.95120251326105,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,123.22843933389709,142.3168270777067,149.95776783095397,150.82872863866484,152.64068377183844,159.92818857667112,137.83661408950056,146.77955659465272,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,146.59338481269282,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,141.9142600621495,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.7225742785944,144.715322276435,148.38703311224782,152.56002967499384,162.7488566348664,172.43983016225974,140.1235676570475,143.50705808966708,150.09086383620436,153.7311118004936,155.92508824505086,162.78111998989772,135.26818312054272,139.07193220897096,147.28847609065116,148.09290365181926,151.66894913597469,164.5471738010172,134.08560467525916,137.740144064189,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,144.2100338178058,148.64182948717706,151.73473039393463,154.18677336865537,155.06048646966394,166.95222070241942,132.30524712941505,141.11182750116038,150.47145148639618,150.30243624387916,152.2327103024574,159.52275662423637,144.1736611542163,146.5174328184151,155.10599710045983,159.20359610984738,163.71659725418277,178.99352017881174,113.99080294990482,130.36626961915962,144.86075213204523,147.5794417544412,149.27836068739543,164.4534268420517,114.63133955947144,127.91028515648829,133.79768691155144,138.27489081967624,140.56457116963486,146.19283593259826,125.5604150977031,135.92912198951058,143.03415262708552,145.6816976261532,146.59059041617186,168.7998965916353,142.488570130145,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,137.3543987412887,149.80730878675442,157.4853230464986,157.83726631589326,159.137951779809,170.1927084488947
62,131.26476991128047,138.38091145686892,143.3005427085327,151.32083563969388,156.76259970253773,165.3351479431207,127.54816163087295,138.26667216872949,143.14533689116735,146.87382997496428,151.01216272800377,173.2351608210185,128.28685453261707,132.91248094881806,137.83443515903548,139.27326897343713,141.5739243769672,149.1499351504317,135.85677376824006,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,126.13153183263762,142.69961060250958,149.95776783095397,150.82872863866484,152.64068377183844,173.56225769757583,138.33655750603552,146.77955659465272,150.68278350686822,152.52132110049567,158.24798464604334,169.54990111992956,146.7210996006201,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,142.5167832893979,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.7225742785944,144.715322276435,148.38703311224782,155.61993246416694,162.7488566348664,172.43983016225974,140.69075979523325,143.5587863781211,150.09086383620436,153.7311118004936,155.92508824505086,162.78111998989772,135.83433152495343,141.2780455031318,147.28847609065116,148.09290365181926,151.66894913597469,169.2070314628407,135.73248570132318,138.75194801206072,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,146.28530462954728,149.7333134133409,152.151028383635,158.94371973547734,161.41725184059206,166.95222070241942,134.06545279341,142.91655168269045,150.47145148639618,150.30243624387916,152.4001098540431,159.52275662423637,144.7294820002539,148.1142234847705,155.60244678836662,159.20359610984738,163.71659725418277,178.99352017881174,116.20617552764811,133.63195120774384,146.9725147323957,153.05594641406444,156.98878778071642,164.4534268420517,115.59882866778656,128.76169666962895,133.79768691155144,138.63281078808242,140.56457116963486,146.19283593259826,126.14117420782172,135.92912198951058,143.03415262708552,145.6816976261532,146.59059041617186,168.7998965916353,142.488570130145,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,138.7844330036198,151.0876386952065,157.4853230464986,157.83726631589326,159.137951779809,170.1927084488947
63,132.33239056210326,139.07962797483827,143.9118646773077,151.32083563969388,156.76259970253773,165.3351479431207,128.71958962281337,138.26667216872949,144.51892445405835,146.87382997496428,151.01216272800377,173.2351608210185,129.0870895891635,132.96620750817488,137.83443515903548,139.27326897343713,141.5739243769672,149.1499351504317,137.8588767676894,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,127.98795152876436,142.79894332512296,149.95776783095397,150.82872863866484,152.64068377183844,173.56225769757583,138.37916005715476,146.77955659465272,150.68278350686822,152.52132110049567,158.24798464604334,173.640072517495,146.92997131398863,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,143.57790942323138,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.7225742785944,144.715322276435,148.38703311224782,155.61993246416694,162.7488566348664,172.43983016225974,141.80895349921605,144.81094438450307,150.09086383620436,153.7311118004936,155.92508824505086,172.13123926577902,137.00735365158505,142.7930716036024,148.31931177759796,150.1308458991193,161.9959957344868,169.2070314628407,135.96892402713715,138.75194801206072,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,147.08333801304897,150.10166547547152,154.5939502458105,160.7215489442719,161.56763785622417,166.95222070241942,135.43340907332453,144.86823226114058,150.47145148639618,150.30243624387916,152.4001098540431,159.52275662423637,145.05019556816777,148.1142234847705,155.60244678836662,159.20359610984738,163.71659725418277,178.99352017881174,118.67976602511052,137.80796995379455,147.83949096812833,153.05594641406444,156.98878778071642,164.4534268420517,116.56409398755416,129.94559039801888,136.25678269840645,138.63281078808242,140.56457116963486,146.19283593259826,126.40441459062583,135.92912198951058,143.03415262708552,145.6816976261532,146.59059041617186,168.7998965916353,142.488570130145,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,139.45631652308953,151.0876386952065,157.4853230464986,157.83726631589326,159.137951779809,170.1927084488947
64,133.79636859150122,140.68267101100105,148.57787635080825,151.32083563969388,156.76259970253773,172.87311161358667,129.18130630240606,138.92559529385187,144.51892445405835,146.87382997496428,151.01216272800377,173.2351608210185,129.6415284619729,133.57241531378682,137.97993803845804,139.27326897343713,141.5739243769672,149.1499351504317,139.24309441277077,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,129.7625555521642,142.89413710097725,149.95776783095397,150.82872863866484,152.64068377183844,173.56225769757583,138.99234135387005,146.77955659465272,150.68278350686822,152.52132110049567,158.24798464604334,173.640072517495,146.99498441241772,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,144.28795864562946,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.7225742785944,144.715322276435,148.38703311224782,155.61993246416694,162.7488566348664,172.43983016225974,141.88175515850983,144.8944166720781,150.4383457016583,153.7311118004936,155.92508824505086,172.13123926577902,137.6112530225759,143.85662869750183,148.72252849146545,150.1308458991193,161.9959957344868,169.2070314628407,136.88002268344923,138.75194801206072,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,148.07940706720413,150.33259436949865,158.09307686178437,161.22725148696827,161.56763785622417,166.95222070241942,136.85831838928203,145.90027939232945,150.47145148639618,151.74706195234432,152.4001098540431,159.52275662423637,145.05019556816777,148.1142234847705,155.60244678836662,159.20359610984738,163.71659725418277,178.99352017881174,121.76324983885792,139.85830556992704,150.40799100658245,153.23654025872372,156.98878778071642,165.6626534439594,117.2178752157312,129.94559039801888,136.25678269840645,138.63281078808242,140.56457116963486,146.19283593259826,128.52331987954034,135.92912198951058,143.03415262708552,145.6816976261532,151.51795690056488,171.27324488066952,142.488570130145,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,140.94856620691144,152.0402340146252,157.4853230464986,157.83726631589326,159.137951779809,170.1927084488947
65,134.87378207302564,140.93846047631175,150.22569880282637,151.32083563969388,156.76259970253773,172.87311161358667,130.1177925511354,139.96936372979457,144.51892445405835,146.87382997496428,151.01216272800377,173.2351608210185,130.51220745733818,133.8175059855539,138.4658942337914,142.63615508568884,141.73887735276242,149.1499351504317,140.07575759272115,144.37693042531953,147.7158270226668,150.25836503676197,154.0961798463088,173.70488874988513,131.48815406977403,143.04324175854947,149.95776783095397,150.82872863866484,152.64068377183844,173.56225769757583,139.4121453799355,146.77955659465272,150.68278350686822,152.52132110049567,159.5711937221818,173.640072517495,146.99498441241772,152.82743498855564,154.24686579492655,158.49921516862744,163.6708935631001,178.56356781850917,145.66749197306706,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,175.57807707077882,143.7225742785944,144.715322276435,148.38703311224782,155.61993246416694,162.7488566348664,172.43983016225974,141.88175515850983,144.8944166720781,150.4383457016583,153.7311118004936,155.92508824505086,172.13123926577902,138.8251467778941,146.76797002854047,150.47489001225466,153.90443050131765,161.9959957344868,169.2070314628407,137.18178434241483,138.75194801206072,144.98925532010344,147.5075017198351,153.48713504452485,166.47549482613832,149.52165143464322,152.0803040192366,160.62832814619748,164.59551101738327,166.74976854616,166.95222070241942,137.048690303745,145.90027939232945,150.47145148639618,151.74706195234432,152.4001098540431,159.52275662423637,145.22319414818764,148.1142234847705,155.60244678836662,159.20359610984738,163.71659725418277,178.99352017881174,123.92703775218844,141.01750528368427,151.71367221326315,153.23654025872372,157.05273638210645,165.6626534439594,118.8838755925218,131.47344605182147,136.25678269840645,138.63281078808242,140.56457116963486,155.77086561606558,129.05621052004665,135.92912198951058,143.03415262708552,145.6816976261532,151.51795690056488,171.27324488066952,142.488570130145,148.73461843141953,151.36742473731923,155.17835891317714,157.65200275768728,173.6690718619475,142.00345918043257,152.78029407159664,157.4853230464986,157.83726631589326,161.80460123486932,170.1927084488947
